Name,Title,Year,Toyline,Size,Brand
Battle Droid,The Phantom Menace,2021,The Vintage Collection,"3 3/4""",Hasbro
Battle Droid Assassin,Battlefront II Droid 7-Pack,2007,The 30th Anniversary Collection,"3 3/4""",Hasbro
Battle Droid Commander,2009 Set #3,2009,The Legacy Collection,"3 3/4""",Hasbro
Battle Droid Commander,Clone Wars,2010,The Clone Wars Collection,"3 3/4""",Hasbro
Battle Droid Engineer,Battlefront II Droid 7-Pack,2007,The 30th Anniversary Collection,"3 3/4""",Hasbro
Baze Malbus,Versus 2-Pack #4,2016,The Rogue One Collection,"3 3/4""",Hasbro
Baze Malbus,2-Pack #3 With Chirrut Îmwe,2017,The Last Jedi Collection,"3 3/4""",Hasbro
BB Unit,Galaxy's Edge #4 out of 9,2020,The Disney Collection,"3 3/4""",Hasbro
BB Unit,Galaxy's Edge #5 out of 9,2020,The Disney Collection,"3 3/4""",Hasbro
BB Unit,Galaxy's Edge #6 out of 9,2020,The Disney Collection,"3 3/4""",Hasbro
BB Unit,Galaxy's Edge #7 out of 9,2020,The Disney Collection,"3 3/4""",Hasbro
BB Unit,Galaxy's Edge #8 out of 9,2020,The Disney Collection,"3 3/4""",Hasbro
BB Unit,Galaxy's Edge #9 out of 9,2020,The Disney Collection,"3 3/4""",Hasbro
BB-8,Resistance 6-Pack,2020,Celebrate The Saga,"3 3/4""",Hasbro
BB-8,"2-Pack #4 With Rose, BB-9e",2018,The Last Jedi Collection,"3 3/4""",Hasbro
BB-8,2-Pack #3 With Rose/BB-9e,2018,SOLO: A Star Wars Story,"3 3/4""",Hasbro
BB-8,Takodana Encounter 4-Pack,2016,The Force Awakens Collection,"3 3/4""",Hasbro
BB-8,Target 8-Pack,2016,The Rogue One Collection,"3 3/4""",Hasbro
BB-8,2-Pack #2 With Poe Dameron,2019,Star Wars Resistance,"3 3/4""",Hasbro
BB-8,Episode 9 - Bundled With R2-D2 And C-3PO,2019,Skywalker Saga Collection,"3 3/4""",Hasbro
BB-8,The Force Awakens Set #1,2015,The Force Awakens Collection,"3 3/4""",Hasbro
BB-8,With Millennium Falcon,2015,The Force Awakens Collection,"3 3/4""",Hasbro
BB-8,5-Pack,2015,The Force Awakens Collection,"3 3/4""",Hasbro
BB-8,The Force Awakens Set #1,2015,The Force Awakens Collection,"3 3/4""",Hasbro
BB-9e,2-Pack #3 With Rose/BB-8,2018,SOLO: A Star Wars Story,"3 3/4""",Hasbro
BB-9e,"2-Pack #4 With Rose, BB-8",2018,The Last Jedi Collection,"3 3/4""",Hasbro
BB-9e,First Order 6-Pack,2020,Celebrate The Saga,"3 3/4""",Hasbro
Ben Quadinaros,With Otoga 222,2012,The Vintage Collection,"3 3/4""",Hasbro
Beru Whitesun,Lars' Homestead,2009,The Legacy Collection,"3 3/4""",Hasbro
Beru Whitesun,Star Wars,1999,The Power Of The Force,"3 3/4""",Hasbro
Bespin Guard,Carbon Freezing Chamber,2001,Power Of The Jedi,"3 3/4""",Hasbro
Bespin Guard,Bespin Alliance 3-Pack,2010,The Vintage Collection,"3 3/4""",Hasbro
Bespin Guard,Cloud City Security,2001,Power Of The Jedi,"3 3/4""",Hasbro
BG-J38,Return Of The Jedi,2010,The Legacy Collection,"3 3/4""",Hasbro
Bib Fortuna,Return Of The Jedi,1997,The Power Of The Force,"3 3/4""",Hasbro
Bib Fortuna,Return Of The Jedi,2004,Original Trilogy Collection,"3 3/4""",Hasbro
Bib Fortuna,Battle Of Carkoon,2006,The Saga Collection,"3 3/4""",Hasbro
Biggs Darklighter,Star Wars,2013,"The Black Series 3.75""","3 3/4""",Hasbro
Biggs Darklighter,Star Wars,1998,The Power Of The Force,"3 3/4""",Hasbro
Biggs Darklighter,Rebel Pilot,2007,The 30th Anniversary Collection,"3 3/4""",Hasbro
Biggs Darklighter,ANH Deleted Scene,2007,The 30th Anniversary Collection,"3 3/4""",Hasbro
Biggs Darklighter,Imperial Pilot Legacy 3-Pack #1,2008,The Legacy Collection,"3 3/4""",Hasbro
Biker Scout,Hoth Speeder Bike Patrol 2-pack,2008,The Legacy Collection,"3 3/4""",Hasbro
Biker Scout,Battle Of Endor,2006,The Saga Collection,"3 3/4""",Hasbro
Biker Scout,Imperial Patrol,2000,Power Of The Jedi,"3 3/4""",Hasbro
Biker Scout,Imperial Patrol,2000,Power Of The Jedi,"3 3/4""",Hasbro
Biker Scout,With Speeder Bike,2012,Movie Heroes Series,"3 3/4""",Hasbro
Biker Scout,With Speeder Bike,1995,The Power Of The Force,"3 3/4""",Hasbro
Biker Scout,Battle Of Endor,2007,The 30th Anniversary Collection,"3 3/4""",Hasbro
Biker Scout,Battle Of Endor,2007,The 30th Anniversary Collection,"3 3/4""",Hasbro
Biker Scout,Return Of The Jedi,2013,"The Black Series 3.75""","3 3/4""",Hasbro
Biker Scout,Star Wars Battlefront,2004,Original Trilogy Collection,"3 3/4""",Hasbro
Biker Scout,Endor Victory Accessory Set,2002,Star Wars SAGA Series,"3 3/4""",Hasbro
Biker Scout,Endor Ambush 5-pack,2004,Original Trilogy Collection,"3 3/4""",Hasbro
Biker Scout,Epic Battles Ep6: Return Of The Jedi,2015,The Force Awakens Collection,"3 3/4""",Hasbro
Biker Scout,Return Of The Jedi,2015,Saga Legends Series,"3 3/4""",Hasbro
Biker Scout,,2009,The Legacy Collection,"3 3/4""",Hasbro
Biker Scout,Hoth Speeder Bike Patrol 2-Pack,2008,The Legacy Collection,"3 3/4""",Hasbro
Biker Scout,Galactic Empire 5-Pack,2020,Celebrate The Saga,"3 3/4""",Hasbro
Biker Scout,Return Of The Jedi,2004,Original Trilogy Collection,"3 3/4""",Hasbro
Biker Scout,Return Of The Jedi,2007,The 30th Anniversary Collection,"3 3/4""",Hasbro
Bistan,Versus 2-pack #8,2017,The Rogue One Collection,"3 3/4""",Hasbro
BL-17,Droid Factory 2-Pack #3 2009,2009,The Legacy Collection,"3 3/4""",Hasbro
Blackhole Hologram,Comic 3-pack #13 - 2009,2009,The Legacy Collection,"3 3/4""",Hasbro
Boba Fett,Bounty Hunter 5-Pack,2020,Celebrate The Saga,"3 3/4""",Hasbro
Boba Fett,Return Of The Jedi,2021,The Vintage Collection,"3 3/4""",Hasbro
Boba Fett,2-Pack #2 With Han Solo (Bespin),2017,The Last Jedi Collection,"3 3/4""",Hasbro
Boba Fett,Hong Kong Edition II 3-Pack,1997,The Power Of The Force,"3 3/4""",Hasbro
Boba Fett,Ultimate Bounty 4-Pack,2003,Star Wars SAGA Series,"3 3/4""",Hasbro
Boba Fett,Return Of The Jedi,2007,The 30th Anniversary Collection,"3 3/4""",Hasbro
Boba Fett,,2020,Star Wars Retro Collection,"3 3/4""",Hasbro
Boba Fett,The Fett Legacy 3-Pack,2008,The 30th Anniversary Collection,"3 3/4""",Hasbro
Boba Fett,The Bounty Hunter,2019,Star Wars Galaxy Of Adventures,"3 3/4""",Hasbro
Boba Fett,Prototype Armor,2017,"The Black Series 3.75""","3 3/4""",Hasbro
Boba Fett,The Empire Strikes Back,2019,The Vintage Collection,"3 3/4""",Hasbro
Boba Fett,Droid Factory 2-Pack #3 2009,2009,The Legacy Collection,"3 3/4""",Hasbro
Boba Fett,Comic 2-pack #2 With IG-88,1996,The Shadows Of The Empire,"3 3/4""",Hasbro
Boba Fett,Return Of The Jedi,1995,The Power Of The Force,"3 3/4""",Hasbro
Boba Fett,The Rise Of Boba Fett,2010,The Clone Wars Collection,"3 3/4""",Hasbro
Boba Fett,The Empire Strikes Back,2010,The Vintage Collection,"3 3/4""",Hasbro
Boba Fett,The Empire Strikes Back,2009,The Legacy Collection,"3 3/4""",Hasbro
Boba Fett,Rocket Firing,2010,The Vintage Collection,"3 3/4""",Hasbro
Boba Fett,The Empire Strikes Back,2010,The Vintage Collection,"3 3/4""",Hasbro
Boba Fett,Clone Wars,2010,The Clone Wars Collection,"3 3/4""",Hasbro
Boba Fett,Silver Anniversary,2003,Star Wars SAGA Series,"3 3/4""",Hasbro
Boba Fett,Bespin Battle,2012,Movie Heroes Series,"3 3/4""",Hasbro
Boba Fett,Prototype Armor,2011,The Vintage Collection,"3 3/4""",Hasbro
Boba Fett,Return Of The Jedi,2011,The Vintage Collection,"3 3/4""",Hasbro
Boba Fett,Villain Set II 3-Pack,2012,The Vintage Collection,"3 3/4""",Hasbro
Boba Fett,300th Figure Special Edition,2000,Power Of The Jedi,"3 3/4""",Hasbro
Boba Fett,Ambush At Star Tours 4-pack,2011,The Disney Collection,"3 3/4""",Hasbro
Boba Fett,The Empire Strikes Back,2015,The Force Awakens Collection,"3 3/4""",Hasbro
Boba Fett,With Slave I Vehicle,2015,The Force Awakens Collection,"3 3/4""",Hasbro
Boba Fett,The Pit Of Carkoon,2003,Star Wars SAGA Series,"3 3/4""",Hasbro
Boba Fett,Darth Vader Carry Case 2-pack,2004,Original Trilogy Collection,"3 3/4""",Hasbro
Boba Fett,Return Of The Jedi,2004,Original Trilogy Collection,"3 3/4""",Hasbro
Boba Fett,The Empire Strikes Back,2014,Saga Legends Series,"3 3/4""",Hasbro
Boba Fett,The Empire Strikes Back,2014,Saga Legends Series,"3 3/4""",Hasbro
Boba Fett,Battle Of Carkoon,2006,The Saga Collection,"3 3/4""",Hasbro
Boba Fett,Star Wars Marvel #81,2008,The 30th Anniversary Collection,"3 3/4""",Hasbro
Boba Fett,Animated Debut,2007,The 30th Anniversary Collection,"3 3/4""",Hasbro
Boba Fett,McQuarrie Concept Series,2007,The 30th Anniversary Collection,"3 3/4""",Hasbro
Boba Fett,Wing-Blast Rocketpack,1996,The Power Of The Force,"3 3/4""",Hasbro
Boba Fett,Return Of The Jedi,1995,The Power Of The Force,"3 3/4""",Hasbro
Boba Fett,Kamino Escape,2002,Star Wars SAGA Series,"3 3/4""",Hasbro
Bodhi Rook,Rogue One,2016,The Rogue One Collection,"3 3/4""",Hasbro
Bom Vimdin,Cantina Patron,2011,The Vintage Collection,"3 3/4""",Hasbro
Bomarr Monk,Return Of The Jedi,1997,The Power Of The Force,"3 3/4""",Hasbro
Bomarr Monk,Jabba's Palace Court Denizens,2004,Star Wars SAGA Series,"3 3/4""",Hasbro
Bomb Squad Trooper,Republic Troopers,2012,The Clone Wars Collection,"3 3/4""",Hasbro
Borsk Feylya,Comic 2-Pack #14 - 2008,2008,The Legacy Collection,"3 3/4""",Hasbro
BoShek,A New Hope,2002,Power Of The Jedi,"3 3/4""",Hasbro
Boss,Republic Commando 5-pack,2011,Shadow Of The Dark Side,"3 3/4""",Hasbro
Boss,Republic Commando,2012,The Clone Wars Collection,"3 3/4""",Hasbro
Boss Nass,The Phantom Menace,1999,The Episode 1 Collection,"3 3/4""",Hasbro
Boss Nass,Gungan Sacred Place,2000,Power Of The Jedi,"3 3/4""",Hasbro
Bossk,The Empire Strikes Back,2007,The Saga Collection,"3 3/4""",Hasbro
Bossk,The Rise Of Boba Fett,2010,The Clone Wars Collection,"3 3/4""",Hasbro
Bossk,Imperial Forces 3-Pack,2011,The Vintage Collection,"3 3/4""",Hasbro
Bossk,Executor Meeting,2004,Star Wars SAGA Series,"3 3/4""",Hasbro
Bossk,The Empire Strikes Back,1997,The Power Of The Force,"3 3/4""",Hasbro
Bossk,The Empire Strikes Back,2004,Original Trilogy Collection,"3 3/4""",Hasbro
Bossk,The Empire Strikes Back,2015,Saga Legends Series,"3 3/4""",Hasbro
Bossk,Ultimate Bounty 4-Pack,2003,Star Wars SAGA Series,"3 3/4""",Hasbro
Bossk,Bounty Hunter 5-Pack,2020,Celebrate The Saga,"3 3/4""",Hasbro
Breha Organa,Queen Of Alderaan,2008,The Legacy Collection,"3 3/4""",Hasbro
Breha Organa,Queen Of Alderaan,2008,The Legacy Collection,"3 3/4""",Hasbro
Brock Starsher,Skiff Guard,2014,"The Black Series 3.75""","3 3/4""",Hasbro
Brock Starsher,Skiff Guard 3-Pack,2019,The Vintage Collection,"3 3/4""",Hasbro
BT-1,Doctor Aphra Comic Set 3-Pack,2018,The Vintage Collection,"3 3/4""",Hasbro
Bubo,Jabba's Palace Court Denizens,2004,Star Wars SAGA Series,"3 3/4""",Hasbro
Bultar Swan,The Jedi Legacy 3-Pack,2008,The 30th Anniversary Collection,"3 3/4""",Hasbro
Bultar Swan,Star Wars Purge #1,2007,The 30th Anniversary Collection,"3 3/4""",Hasbro
Buzz Droid,With Vulture Droid,2005,Revenge Of The Sith Collection,"3 3/4""",Hasbro
C'Ai Threnalli,Resistance Pilot,2018,The Last Jedi Collection,"3 3/4""",Hasbro
C-3PO,2-Pack #6 With R2-D2,2018,SOLO: A Star Wars Story,"3 3/4""",Hasbro
C-3PO,Droid 5-Pack,2008,The Disney Collection,"3 3/4""",Hasbro
C-3PO,The Last Jedi,2017,The Last Jedi Collection,"3 3/4""",Hasbro
C-3PO,With Battle Droid Head,2007,The 30th Anniversary Collection,"3 3/4""",Hasbro
C-3PO,Episode 9 - Bundled With BB-8 And R2-D2,2019,Skywalker Saga Collection,"3 3/4""",Hasbro
C-3PO,,2020,The Vintage Collection,"3 3/4""",Hasbro
C-3PO,Resistance 6-Pack,2020,Celebrate The Saga,"3 3/4""",Hasbro
C-3PO,Star Wars,2004,Original Trilogy Collection,"3 3/4""",Hasbro
C-3PO,Star Wars Rebels,2014,Saga Legends Series,"3 3/4""",Hasbro
C-3PO,The Empire Strikes Back,2015,"The Black Series 3.75""","3 3/4""",Hasbro
C-3PO,Jabba's Rancor Pit,2015,"The Black Series 3.75""","3 3/4""",Hasbro
C-3PO,The Force Awakens Set #2,2015,The Force Awakens Collection,"3 3/4""",Hasbro
C-3PO,Episode 5: The Empire Strikes Back,2004,Original Trilogy Collection,"3 3/4""",Hasbro
C-3PO,Protocol Droid,2002,Star Wars SAGA Series,"3 3/4""",Hasbro
C-3PO,Droid Factory Assembly Line 2-Pack,2002,Star Wars SAGA Series,"3 3/4""",Hasbro
C-3PO,Star Wars,1995,The Power Of The Force,"3 3/4""",Hasbro
C-3PO,Hong Kong Edition I 3-Pack,1997,The Power Of The Force,"3 3/4""",Hasbro
C-3PO,Tatooine Ambush,2003,Star Wars SAGA Series,"3 3/4""",Hasbro
C-3PO,Capture Of The Droids 4-Pack,2011,The Clone Wars Collection,"3 3/4""",Hasbro
C-3PO,Droid Factory Capture 5-Pack,2007,The 30th Anniversary Collection,"3 3/4""",Hasbro
C-3PO,Clone Wars,2008,The Clone Wars Collection,"3 3/4""",Hasbro
C-3PO,Revenge Of The Sith,2005,Revenge Of The Sith Collection,"3 3/4""",Hasbro
C-3PO,McQuarrie Concept Series,2007,The 30th Anniversary Collection,"3 3/4""",Hasbro
C-3PO,With Cargo Net,1998,The Power Of The Force,"3 3/4""",Hasbro
C-3PO,The Empire Strikes Back,2010,The Vintage Collection,"3 3/4""",Hasbro
C-3PO,Holiday Edition 2002 (McQuarrie),2002,Star Wars SAGA Series,"3 3/4""",Hasbro
C-3PO,2010 Set #6,2011,The Legacy Collection,"3 3/4""",Hasbro
C-3PO,Tatooine Escape,2004,Star Wars SAGA Series,"3 3/4""",Hasbro
C-3PO,Star Tours Travel Agency 5-pack,2011,The Disney Collection,"3 3/4""",Hasbro
C-3PO,The Phantom Menace,1999,The Episode 1 Collection,"3 3/4""",Hasbro
C-3PO,Mos Espa Arena,2012,Discover The Force,"3 3/4""",Hasbro
C-3PO,Purchase Of The Droids,1997,The Power Of The Force,"3 3/4""",Hasbro
C-3PO,Star Wars,1995,The Power Of The Force,"3 3/4""",Hasbro
C-3PO,Millennium Minted Coin Collection,1998,The Power Of The Force,"3 3/4""",Hasbro
C-3PO,Rebel Heroes,2012,Movie Heroes Series,"3 3/4""",Hasbro
C-3PO,With Chewbacca,2002,Star Wars SAGA Series,"3 3/4""",Hasbro
C-3PO,With Salacious Crumb,2007,The 30th Anniversary Collection,"3 3/4""",Hasbro
C-3PO,Battle Of Geonosis,2006,The Saga Collection,"3 3/4""",Hasbro
C-3PO,Battle Of Endor,2006,The Saga Collection,"3 3/4""",Hasbro
C-3PO,Mission Series MS05: Tantive IV,2014,Saga Legends Series,"3 3/4""",Hasbro
C-3PO,Sector 2 Security 3-pack,2013,The Disney Collection,"3 3/4""",Hasbro
C-3PO,With Removable Arm,1999,The Power Of The Force,"3 3/4""",Hasbro
C-3PX,Build A Droid 2008,2008,The Legacy Collection,"3 3/4""",Hasbro
"C1-10P ""Chopper""",Star Wars Rebels Set #2,2015,The Force Awakens Collection,"3 3/4""",Hasbro
"C1-10P ""Chopper""",Star Wars Rebels,2014,Saga Legends Series,"3 3/4""",Hasbro
C2-B5,With Rapid Fire Imperial AT-ACT Vehicle,2016,The Rogue One Collection,"3 3/4""",Hasbro
Cad Bane,Capture Of The Droids 4-Pack,2011,The Clone Wars Collection,"3 3/4""",Hasbro
Cad Bane,Clone Wars,2009,The Clone Wars Collection,"3 3/4""",Hasbro
Cad Bane,Cad Bane's Escape,2011,The Clone Wars Collection,"3 3/4""",Hasbro
Cad Bane,With Todo 360,2011,The Clone Wars Collection,"3 3/4""",Hasbro
Cad Bane,With Pirate Speeder Bike,2010,The Clone Wars Collection,"3 3/4""",Hasbro
Cad Bane,Clone Wars,2012,The Clone Wars Collection,"3 3/4""",Hasbro
Cade Skywalker,Comic 2-Pack #4 - 2008,2008,The Legacy Collection,"3 3/4""",Hasbro
Camie Marstrap,Star Wars: Empire,2010,Shadow Of The Dark Side,"3 3/4""",Hasbro
Cantina Band Member,Star Wars,1997,The Power Of The Force,"3 3/4""",Hasbro
Canto Bight Police Officer,With Canto Bight Police Speeder,2017,The Last Jedi Collection,"3 3/4""",Hasbro
Captain Antilles,Senate Security,2005,Revenge Of The Sith Collection,"3 3/4""",Hasbro
Captain Deviss,Battle Of Geonosis: Jedi Knights Set #2,2013,Saga Legends Series,"3 3/4""",Hasbro
Captain Panaka,The Phantom Menace,1999,The Episode 1 Collection,"3 3/4""",Hasbro
Captain Phasma,,2019,The Vintage Collection,"3 3/4""",Hasbro
Captain Phasma,The Force Awakens,2016,"The Black Series 3.75""","3 3/4""",Hasbro
Captain Phasma,Versus 2-Pack #7,2017,The Rogue One Collection,"3 3/4""",Hasbro
Captain Phasma,2-Pack #5 With Finn (First Order Disguise),2018,The Last Jedi Collection,"3 3/4""",Hasbro
Captain Phasma,The Force Awakens Titanium Series,2017,"The Black Series 3.75""","3 3/4""",Hasbro
Captain Phasma,First Order Legion 7-Pack,2016,The Force Awakens Collection,"3 3/4""",Hasbro
Captain Phasma,The Force Awakens,2015,The Force Awakens Collection,"3 3/4""",Hasbro
Captain Phasma,The Force Awakens,2015,The Force Awakens Collection,"3 3/4""",Hasbro
Captain Phasma,The Force Awakens,2015,The Force Awakens Collection,"3 3/4""",Hasbro
Captain Phasma,First Order 6-Pack,2020,Celebrate The Saga,"3 3/4""",Hasbro
Captain Rex,The Clone Wars,2015,"The Black Series 3.75""","3 3/4""",Hasbro
Captain Rex,Star Wars Rebels,2016,The Force Awakens Collection,"3 3/4""",Hasbro
Captain Rex,,2020,The Vintage Collection,"3 3/4""",Hasbro
Captain Rex,Clone Wars,2008,The Clone Wars Collection,"3 3/4""",Hasbro
Captain Rex,Ultimate Gift Set 5-Pack,2011,The Clone Wars Collection,"3 3/4""",Hasbro
Captain Rex,Launcher Fires Missile!,2012,The Clone Wars Collection,"3 3/4""",Hasbro
Captain Rex,The Clone Wars,2014,Saga Legends Series,"3 3/4""",Hasbro
Captain Rex,Clone Wars,2013,The Clone Wars Collection,"3 3/4""",Hasbro
Captain Rex,Cold Assault Gear,2010,The Clone Wars Collection,"3 3/4""",Hasbro
Captain Rex,The Hunt For Grievous,2011,The Clone Wars Collection,"3 3/4""",Hasbro
Captain Rex,With Propulsion Pack,2011,The Clone Wars Collection,"3 3/4""",Hasbro
Captain Rex,Clone Wars,2008,The Clone Wars Collection,"3 3/4""",Hasbro
Captain Tarpals,Battle Of Naboo,1999,The Episode 1 Collection,"3 3/4""",Hasbro
Captain Tarpals,Naboo Final Combat 4-Pack,2004,Original Trilogy Collection,"3 3/4""",Hasbro
Captain Typho,Head Of Security,2009,The Legacy Collection,"3 3/4""",Hasbro
Captain Typho,Padme's Head Of Security,2002,Star Wars SAGA Series,"3 3/4""",Hasbro
Cara Dune,The Mandalorian,2020,The Vintage Collection,"3 3/4""",Hasbro
Cara Dune,Carbonized,2020,The Vintage Collection,"3 3/4""",Hasbro
Cara Dune,,2021,Star Wars Retro Collection,"3 3/4""",Hasbro
Carnor Jax,Crimson Empire 6-Pack,2008,The Legacy Collection,"3 3/4""",Hasbro
Carnor Jax,Star Wars Crimson Empire #6,2007,The 30th Anniversary Collection,"3 3/4""",Hasbro
Cassian Andor,Rogue One,2016,"The Black Series 3.75""","3 3/4""",Hasbro
Cassian Andor,With U-Wing Fighter,2016,The Rogue One Collection,"3 3/4""",Hasbro
Cassian Andor,Rogue One Walmart 3-Pack,2016,The Rogue One Collection,"3 3/4""",Hasbro
Cassian Andor,Versus 2-Pack #6,2016,The Rogue One Collection,"3 3/4""",Hasbro
Cassian Andor,Eadu,2016,The Rogue One Collection,"3 3/4""",Hasbro
Cassian Andor,Captain,2018,The Vintage Collection,"3 3/4""",Hasbro
Castas,With Speeder Bike,2011,The Clone Wars Collection,"3 3/4""",Hasbro
Cat Miin,Separatist,2005,Revenge Of The Sith Collection,"3 3/4""",Hasbro
Cato Parasitti,Clone Wars,2010,The Clone Wars Collection,"3 3/4""",Hasbro
CB-23,Star Wars Resistance,2020,The Disney Collection,"3 3/4""",Hasbro
CB-3D,Droid Factory 2-Pack #1 2009,2009,The Legacy Collection,"3 3/4""",Hasbro
"Cesi ""Doc"" Eirris",Rebel Pilot Legacy 3-Pack #2,2009,The Legacy Collection,"3 3/4""",Hasbro
Chewbacca,Hoth,1998,The Power Of The Force,"3 3/4""",Hasbro
Chewbacca,McQuarrie Concept Series,2007,The 30th Anniversary Collection,"3 3/4""",Hasbro
Chewbacca,Clone Wars,2011,The Clone Wars Collection,"3 3/4""",Hasbro
Chewbacca,Mynock Hunt,1998,The Power Of The Force,"3 3/4""",Hasbro
Chewbacca,Dejarik Champion,2000,Power Of The Jedi,"3 3/4""",Hasbro
Chewbacca,Millennium Falcon Mechanic,2000,Power Of The Jedi,"3 3/4""",Hasbro
Chewbacca,25th Anniversary - Death Star Escape 2-Pack,2002,Power Of The Jedi,"3 3/4""",Hasbro
Chewbacca,The Empire Strikes Back,2009,The Legacy Collection,"3 3/4""",Hasbro
Chewbacca,Co-Pilot,2009,The Legacy Collection,"3 3/4""",Hasbro
Chewbacca,As Bounty Hunter Snoova,1996,The Shadows Of The Empire,"3 3/4""",Hasbro
Chewbacca,Sandstorm,2008,The Legacy Collection,"3 3/4""",Hasbro
Chewbacca,Mynock Hunt,2003,Star Wars SAGA Series,"3 3/4""",Hasbro
